         0.000000	          0.000000	 
         0.000000	          0.000000	 
         0.000000	          0.000000	 
         0.000000	         0.000000	
         0.000000	          0.000000	 
         0.000000	          0.000000	 
         0.000000	          0.000000	 
         0.000000	          0.000000	 
         0.000000	    -800000.000000	 
         0.000000	         0.000000	
         0.000000	          0.000000	 
         0.000000	          0.000000	 
         0.000000	          0.000000	 
         0.000000	          0.000000	 
         0.000000	          0.000000	 
