2.002424	 2.312200	 -0.512849	 
2.002424	 2.312200	 0.517783	 
3.239909	 3.879000	 -0.483095	 
3.239909	 3.879000	 0.487743	 
4.477394	 5.445800	 -0.453341	 
4.477394	 5.445800	 0.457703	 
5.714878	 7.012600	 -0.423587	 
5.714878	 7.012600	 0.427663	 
6.952363	 8.579400	 -0.393834	 
6.952363	 8.579400	 0.397622	 
8.189848	 10.146200	 -0.364080	 
8.189848	 10.146200	 0.367582	 
9.427333	 11.713000	 -0.334326	 
9.427333	 11.713000	 0.337542	 
10.664818	 13.279800	 -0.304572	 
10.664818	 13.279800	 0.307502	 
11.902303	 14.846600	 -0.274818	 
11.902303	 14.846600	 0.277462	 
13.139788	 16.413400	 -0.245064	 
13.139788	 16.413400	 0.247422	 
14.377272	 17.980200	 -0.215310	 
14.377272	 17.980200	 0.217381	 
15.614757	 19.547000	 -0.185556	 
15.614757	 19.547000	 0.187341	 
16.852242	 21.113800	 -0.155802	 
16.852242	 21.113800	 0.157301	 
18.089727	 22.680600	 -0.126048	 
18.089727	 22.680600	 0.127261	 
19.327212	 24.247400	 -0.096294	 
19.327212	 24.247400	 0.097221	 
20.564697	 25.814200	 -0.066540	 
20.564697	 25.814200	 0.067181	 
6.007272	 0.000000	 -0.150814	 
6.007272	 0.000000	 0.384236	 
7.012408	 1.700947	 -0.142064	 
7.012408	 1.700947	 0.361944	 
8.017544	 3.401893	 -0.133315	 
8.017544	 3.401893	 0.339652	 
9.022680	 5.102840	 -0.124565	 
9.022680	 5.102840	 0.317360	 
10.027816	 6.803787	 -0.115815	 
10.027816	 6.803787	 0.295068	 
11.032952	 8.504733	 -0.107065	 
11.032952	 8.504733	 0.272775	 
12.038088	 10.205680	 -0.098316	 
12.038088	 10.205680	 0.250483	 
13.043224	 11.906627	 -0.089566	 
13.043224	 11.906627	 0.228191	 
14.048360	 13.607573	 -0.080816	 
14.048360	 13.607573	 0.205899	 
15.053496	 15.308520	 -0.072066	 
15.053496	 15.308520	 0.183607	 
16.058632	 17.009466	 -0.063316	 
16.058632	 17.009466	 0.161314	 
17.063768	 18.710413	 -0.054567	 
17.063768	 18.710413	 0.139022	 
18.068904	 20.411360	 -0.045817	 
18.068904	 20.411360	 0.116730	 
19.074040	 22.112306	 -0.037067	 
19.074040	 22.112306	 0.094438	 
20.079176	 23.813253	 -0.028317	 
20.079176	 23.813253	 0.072146	 
21.084312	 25.514200	 -0.019568	 
21.084312	 25.514200	 0.049853	 
0.176210	 0.000000	 -0.556758	 
0.176210	 0.000000	 0.562115	 
