         0.000000	          0.000000	      36682.750409	 
         0.000000	          0.000000	      36682.750409	 
         0.000000	          0.000000	      28607.417103	 
         0.000000	          0.000000	      28607.417103	 
         0.000000	          0.000000	      28311.412640	 
         0.000000	          0.000000	      28311.412640	 
         0.000000	          0.000000	      27914.283239	 
         0.000000	          0.000000	      27914.283239	 
         0.000000	          0.000000	      27411.634071	 
         0.000000	          0.000000	      27411.634071	 
         0.000000	          0.000000	      26797.527998	 
         0.000000	          0.000000	      26797.527998	 
         0.000000	          0.000000	      26064.087972	 
         0.000000	          0.000000	      26064.087972	 
         0.000000	          0.000000	      25200.896958	 
         0.000000	          0.000000	      25200.896958	 
         0.000000	          0.000000	      24194.071254	 
         0.000000	          0.000000	      24194.071254	 
         0.000000	          0.000000	      23024.776022	 
         0.000000	          0.000000	      23024.776022	 
         0.000000	          0.000000	      21666.723068	 
         0.000000	          0.000000	      21666.723068	 
         0.000000	          0.000000	      20081.653738	 
         0.000000	          0.000000	      20081.653738	 
         0.000000	          0.000000	      18210.384286	 
         0.000000	          0.000000	      18210.384286	 
         0.000000	          0.000000	      15952.514708	 
         0.000000	          0.000000	      15952.514708	 
         0.000000	          0.000000	      13109.794271	 
         0.000000	          0.000000	      13109.794271	 
         0.000000	          0.000000	       9152.597270	 
         0.000000	          0.000000	       9152.597270	 
         0.000000	          0.000000	          0.000000	 
         0.000000	          0.000000	          0.000000	 
         0.000000	         0.000000	         0.000000	
         0.000000	         0.000000	         0.000000	
         0.000000	          0.000000	      26590.518192	 
         0.000000	          0.000000	      26590.518192	 
         0.000000	          0.000000	      26435.481530	 
         0.000000	          0.000000	      26435.481530	 
         0.000000	          0.000000	      26175.046521	 
         0.000000	          0.000000	      26175.046521	 
         0.000000	          0.000000	      25806.022314	 
         0.000000	          0.000000	      25806.022314	 
         0.000000	          0.000000	      25323.662169	 
         0.000000	          0.000000	      25323.662169	 
         0.000000	          0.000000	      24721.332777	 
         0.000000	          0.000000	      24721.332777	 
         0.000000	          0.000000	      23989.999449	 
         0.000000	          0.000000	      23989.999449	 
         0.000000	          0.000000	      23117.422078	 
         0.000000	          0.000000	      23117.422078	 
         0.000000	          0.000000	      22086.866780	 
         0.000000	          0.000000	      22086.866780	 
         0.000000	          0.000000	      20874.949471	 
         0.000000	          0.000000	      20874.949471	 
         0.000000	          0.000000	      19447.794152	 
         0.000000	          0.000000	      19447.794152	 
         0.000000	          0.000000	      17753.569500	 
         0.000000	          0.000000	      17753.569500	 
         0.000000	          0.000000	      15706.085230	 
         0.000000	          0.000000	      15706.085230	 
         0.000000	          0.000000	      13141.246028	 
         0.000000	          0.000000	      13141.246028	 
         0.000000	          0.000000	       9655.202316	 
         0.000000	          0.000000	       9655.202316	 
         0.000000	          0.000000	       1739.567549	 
         0.000000	          0.000000	       1739.567549	 
         0.000000	         0.000000	         0.000000	
         0.000000	         0.000000	         0.000000	
