0	 1	 
0	 10	 
1	 2	 
1	 11	 
2	 3	 
2	 12	 
3	 4	 
3	 13	 
4	 5	 
4	 14	 
5	 6	 
5	 15	 
6	 7	 
6	 16	 
7	 8	 
7	 17	 
8	 9	 
8	 18	 
9	 19	 
10	 11	 
10	 20	 
11	 12	 
11	 21	 
12	 13	 
12	 22	 
13	 14	 
13	 23	 
14	 15	 
14	 24	 
15	 16	 
15	 25	 
16	 17	 
16	 26	 
17	 18	 
17	 27	 
18	 19	 
18	 28	 
19	 29	 
20	 21	 
20	 30	 
21	 22	 
21	 31	 
22	 23	 
22	 32	 
23	 24	 
23	 33	 
24	 25	 
24	 34	 
25	 26	 
25	 35	 
26	 27	 
26	 36	 
27	 28	 
27	 37	 
28	 29	 
28	 38	 
29	 39	 
30	 31	 
30	 40	 
31	 32	 
31	 41	 
32	 33	 
32	 42	 
33	 34	 
33	 43	 
34	 35	 
34	 44	 
35	 36	 
35	 45	 
36	 37	 
36	 46	 
37	 38	 
37	 47	 
38	 39	 
38	 48	 
39	 49	 
40	 41	 
41	 42	 
42	 43	 
43	 44	 
44	 45	 
45	 46	 
46	 47	 
47	 48	 
48	 49	 
0	 11	 
1	 10	 
1	 12	 
2	 11	 
2	 13	 
3	 12	 
3	 14	 
4	 13	 
4	 15	 
5	 14	 
5	 16	 
6	 15	 
6	 17	 
7	 16	 
7	 18	 
8	 17	 
8	 19	 
9	 18	 
10	 21	 
11	 20	 
11	 22	 
12	 21	 
12	 23	 
13	 22	 
13	 24	 
14	 23	 
14	 25	 
15	 24	 
15	 26	 
16	 25	 
16	 27	 
17	 26	 
17	 28	 
18	 27	 
18	 29	 
19	 28	 
20	 31	 
21	 30	 
21	 32	 
22	 31	 
22	 33	 
23	 32	 
23	 34	 
24	 33	 
24	 35	 
25	 34	 
25	 36	 
26	 35	 
26	 37	 
27	 36	 
27	 38	 
28	 37	 
28	 39	 
29	 38	 
30	 41	 
31	 40	 
31	 42	 
32	 41	 
32	 43	 
33	 42	 
33	 44	 
34	 43	 
34	 45	 
35	 44	 
35	 46	 
36	 45	 
36	 47	 
37	 46	 
37	 48	 
38	 47	 
38	 49	 
39	 48	 
