0	 10	 
1	 11	 
2	 12	 
3	 13	 
4	 14	 
5	 15	 
6	 16	 
7	 17	 
8	 18	 
9	 19	 
0	 2	 
1	 3	 
2	 4	 
3	 5	 
4	 6	 
5	 7	 
6	 8	 
7	 9	 
10	 12	 
11	 13	 
12	 14	 
13	 15	 
14	 16	 
15	 17	 
16	 18	 
17	 19	 
0	 1	 
2	 3	 
4	 5	 
6	 7	 
8	 9	 
12	 13	 
14	 15	 
16	 17	 
18	 19	 
0	 3	 
2	 1	 
2	 5	 
4	 3	 
4	 7	 
6	 5	 
6	 9	 
8	 7	 
10	 13	 
12	 11	 
12	 15	 
14	 13	 
14	 17	 
16	 15	 
16	 19	 
18	 17	 
0	 11	 
1	 10	 
2	 13	 
3	 12	 
4	 15	 
5	 14	 
6	 17	 
7	 16	 
8	 19	 
9	 18	 
0	 12	 
10	 2	 
1	 13	 
11	 3	 
2	 14	 
12	 4	 
3	 15	 
13	 5	 
4	 16	 
14	 6	 
5	 17	 
15	 7	 
6	 18	 
16	 8	 
7	 19	 
17	 9	 
20	 0	 
21	 1	 
20	 1	 
21	 0	 
