4	 0	 
5	 1	 
2	 6	 
3	 7	 
4	 1	 
0	 5	 
5	 2	 
1	 6	 
3	 6	 
7	 2	 
4	 3	 
0	 7	 
0	 1	 
1	 2	 
3	 2	 
0	 3	 
0	 2	 
3	 1	 
8	 4	 
9	 5	 
6	 10	 
7	 11	 
8	 5	 
4	 9	 
9	 6	 
5	 10	 
7	 10	 
11	 6	 
8	 7	 
4	 11	 
4	 5	 
5	 6	 
7	 6	 
4	 7	 
4	 6	 
7	 5	 
12	 8	 
13	 9	 
10	 14	 
11	 15	 
12	 9	 
8	 13	 
13	 10	 
9	 14	 
11	 14	 
15	 10	 
12	 11	 
8	 15	 
8	 9	 
9	 10	 
11	 10	 
8	 11	 
8	 10	 
11	 9	 
16	 12	 
17	 13	 
14	 18	 
15	 19	 
16	 13	 
12	 17	 
17	 14	 
13	 18	 
15	 18	 
19	 14	 
16	 15	 
12	 19	 
12	 13	 
13	 14	 
15	 14	 
12	 15	 
12	 14	 
15	 13	 
